Interactor A,Interactor B,Confidence Value
P04637,Q99808,0.63
Q86WG5,Q69YN4,0.63
P54646,Q86V88,0.63
Q15831,P05062,0.63
P13473,O43572,0.63
Q96CF2,P30044,0.63
Q14694,P35222,0.63
Q86WG5,Q9C0B1,0.63
P61019,Q96NL6,0.63
P60520,P07437,0.63
Q676U5,Q9NWU5,0.63
Q13501,P58876,0.63
P04637,P61604,0.63
Q8NCE2,Q8TD16,0.63
P13473,Q96T51,0.63
Q96CF2,Q96F44,0.63
Q14694,Q14152,0.63
Q8NCE2,P35610,0.63
P11142,P34969,0.63
P60520,P30041,0.63
Q676U5,Q99798,0.63
Q13501,Q9Y6N7,0.63
P04637,Q96MU7,0.63
P00519,Q8TAS1,0.63
P13473,O60716,0.63
Q96CF2,P05997,0.63
Q92995,Q9BYE4,0.63
Q8NCE2,P07203,0.63
P11142,Q8IXM2,0.63
P61019,Q69YN4,0.63
P60520,P49207,0.63
Q676U5,Q96A65,0.63
Q13501,Q9NP72,0.63
P04637,P33992,0.63
Q14596,P05787,0.63
P00519,P32239,0.63
P13473,Q14573,0.63
Q96CF2,P31947,0.63
Q14596,Q9UBX3,0.63
P11142,Q9HAV7,0.63
P60520,P31943,0.63
Q676U5,Q9NYV4,0.63
Q13501,O60292,0.63
P14416,Q13309,0.63
P04637,Q99460,0.63
P00519,P06241,0.63
Q86Y82,Q7Z5B4,0.63
P13473,O00213,0.63
Q96CF2,Q9BQ39,0.63
Q14596,P00492,0.63
P51149,Q9H1Y0,0.63
P60520,Q86SJ6,0.63
Q676U5,Q9NX24,0.63
Q13501,O00429,0.63
P50570,P01106,0.63
P04637,Q9Y672,0.63
P00519,P48165,0.63
Q86Y82,Q8TB96,0.63
P13473,P20340,0.63
Q96CF2,P33778,0.63
P61960,Q96DH6,0.63
Q14596,P62847,0.63
P51149,P61970,0.63
Q676U5,Q9ULR0,0.63
Q13501,O43426,0.63
P50570,P04629,0.63
P04637,P08621,0.63
O75323,Q8TB96,0.63
Q5T8D3,Q9H1X3,0.63
P13473,P35610,0.63
Q96CF2,P05556,0.63
O75385,P62820,0.63
Q14596,P22695,0.63
P11142,Q01860,0.63
P51149,Q7KZN9,0.63
Q70CQ3,Q9Y3E5,0.63
Q676U5,P48729,0.63
Q13501,O75475,0.63
P50570,P13569,0.63
P04637,Q9NV58,0.63
O15118,P09382,0.63
Q5T8D3,Q9NRC1,0.63
P56962,P35414,0.63
P13473,Q9H5Q4,0.63
Q96CF2,Q14766,0.63
O75385,P00338,0.63
Q14596,P22234,0.63
P11142,Q9NWA0,0.63
P51149,O43772,0.63
Q676U5,P62861,0.63
Q13501,Q15654,0.63
P50570,Q16658,0.63
P04637,B5ME19,0.63
Q86VP1,Q9Y6K9,0.63
P13473,O75116,0.63
Q96CF2,P62333,0.63
Q8IYT8,P53041,0.63
Q14596,O00170,0.63
P11142,P56524,0.63
P51149,O15400,0.63
P61960,P49841,0.63
Q676U5,P16104,0.63
P50570,Q969H0,0.63
P04637,O60271,0.63
Q96CF2,Q13247,0.63
Q14596,P23526,0.63
P51149,Q15058,0.63
P61960,P17174,0.63
P54257,Q8TCX5,0.63
Q676U5,P25205,0.63
Q13501,Q9Y2Q9,0.63
P04637,Q5T749,0.63
O15294,Q9NWS0,0.63
P20073,O43896,0.63
P13473,Q9NVA4,0.63
Q96CF2,Q92901,0.63
P07911,Q15485,0.63
Q14596,Q86Y56,0.63
P11142,Q01432,0.63
P51149,Q9NYP7,0.63
O75385,P50750,0.63
Q13501,Q8NEY1,0.63
O14681,Q9H4M7,0.63
P04637,Q9NQH7,0.63
O15294,Q6Q0C0,0.63
P20073,Q9GZQ8,0.63
Q16635,P04808,0.63
P13473,Q9UNH7,0.63
Q96CF2,P46782,0.63
Q96AX1,P60228,0.63
Q6VVB1,Q96LD4,0.63
P61006,Q13636,0.63
O75385,Q92934,0.63
Q13501,Q96CG8,0.63
O95278,O94992,0.63
P04637,Q5SY16,0.63
O15294,Q13627,0.63
P53365,Q01844,0.63
Q3MII6,O60573,0.63
P13473,O60347,0.63
Q96CF2,Q8WUM0,0.63
Q96AX1,Q9Y4R8,0.63
P11142,Q9H329,0.63
P61006,Q8NA72,0.63
Q6PHR2,Q9H4M7,0.63
Q13131,P12236,0.63
Q13501,Q969H0,0.63
Q96EY5,O43488,0.63
P04637,P27824,0.63
P53365,P0DMV9,0.63
Q92609,O43493,0.63
Q96CF2,P17480,0.63
Q96AX1,Q96L93,0.63
O75323,P11177,0.63
P11142,Q9C030,0.63
P61006,Q8N488,0.63
Q96AX1,Q96MI6,0.63
Q13131,P14136,0.63
P15848,Q92820,0.63
Q96CF2,Q9NY12,0.63
Q96AX1,Q9NYJ8,0.63
O15118,Q9Y487,0.63
P11142,Q13489,0.63
P61006,P01100,0.63
Q96AX1,O94761,0.63
Q13131,P26373,0.63
P04637,Q9NWB6,0.63
Q96CF2,P62829,0.63
O15118,Q15436,0.63
P11142,Q9H0F6,0.63
Q14964,O94992,0.63
O14964,Q9UMY4,0.63
Q13131,Q13043,0.63
P04637,Q6RW13,0.63
Q5VVQ6,Q9NPE2,0.63
P16615,Q8WXJ9,0.63
P55072,Q9NRD1,0.63
O00214,Q8TAA9,0.63
Q96CF2,Q8N1F7,0.63
O15118,P50416,0.63
P11142,Q9ULG1,0.63
Q96DA2,P41146,0.63
A5D8V6,Q3LI72,0.63
O14964,Q6PEX3,0.63
Q13131,P48643,0.63
Q8NEM7,Q5T700,0.63
Q8WUM4,O60896,0.63
P55072,P02647,0.63
O00214,Q13087,0.63
Q8N5K1,P42857,0.63
O15118,Q9BPX5,0.63
P11142,P37231,0.63
Q8TDY2,Q8WXG6,0.63
A5D8V6,Q01196,0.63
Q13131,O15287,0.63
P12931,Q9BWW9,0.63
Q5T0N5,Q9H4E5,0.63
Q8WUM4,P14174,0.63
Q8N5K1,P78369,0.63
O15118,O15455,0.63
P11142,Q99592,0.63
A5D8V6,Q7Z6J0,0.63
P12931,O75369,0.63
P42704,Q9UH62,0.63
Q00610,P12270,0.63
O15118,O75396,0.63
P11142,Q8NCV1,0.63
P49795,Q92731,0.63
P12931,O00459,0.63
Q8IVP5,Q9HC62,0.63
P16615,Q9UGP8,0.63
P55072,O43464,0.63
P42704,Q9HC36,0.63
O15118,Q9Y320,0.63
P11142,Q8TB96,0.63
Q86VN1,Q96QK1,0.63
P54646,Q8N1B4,0.63
P16615,P50402,0.63
P42704,O00746,0.63
O15118,Q5VV42,0.63
Q16666,Q969P0,0.63
P54646,Q16637,0.63
O95166,Q5TCY1,0.63
P49768,P19022,0.63
P16615,Q9HBH0,0.63
P55072,P35226,0.63
P42704,Q96EY8,0.63
Q16666,Q9Y4K3,0.63
Q63HN8,Q15654,0.63
O75351,Q14166,0.63
P55072,Q7Z7D3,0.63
P42704,Q9Y2S7,0.63
P05198,P13612,0.63
Q63HN8,Q96GD4,0.63
O75351,P01584,0.63
P60520,Q00597,0.63
P48426,Q14684,0.63
Q2TAZ0,P20337,0.63
P42704,P05091,0.63
Q13286,Q9H9B4,0.63
P05198,Q8NFZ5,0.63
Q63HN8,O94844,0.63
Q96AJ9,P08134,0.63
P09601,O94766,0.63
P00519,P26992,0.63
P49768,P52209,0.63
P04637,P18283,0.63
P55072,P49821,0.63
Q13286,O43175,0.63
P05109,Q15653,0.63
P00519,P51587,0.63
Q8NEB9,Q13263,0.63
Q96BY7,P12268,0.63
P55072,P28827,0.63
P05198,Q99543,0.63
Q8IZQ1,O15218,0.63
O95210,P05114,0.63
P42338,P10644,0.63
Q96DT6,P62330,0.63
P19484,O95361,0.63
Q5S007,Q96C19,0.63
P08476,P05413,0.63
P05109,P0C0S8,0.63
O94967,Q9NVQ4,0.63
Q969Q5,Q9NSB4,0.63
O95352,A0AVT1,0.63
Q8WUH2,Q92748,0.63
P10909,P02763,0.63
P05109,P40337,0.63
Q562E7,Q15393,0.63
P00519,Q15637,0.63
O95352,Q9NPA3,0.63
P12109,Q14257,0.63
P16144,P12755,0.63
P05109,P48594,0.63
Q5T8D3,Q9UHF7,0.63
Q15831,P42357,0.63
Q7Z3C6,Q9UMX9,0.63
O14925,P19075,0.63
Q5S007,Q53EL6,0.63
P06702,Q14498,0.63
P07900,Q96NJ5,0.63
Q5T8D3,Q9UNE7,0.63
Q15831,Q8N3Y1,0.63
P61019,Q8NE01,0.63
Q5S007,Q12931,0.63
P06702,P49736,0.63
Q68DK2,O75478,0.63
P07900,Q6ZMZ0,0.63
Q5T8D3,Q9Y679,0.63
P61019,Q14126,0.63
P04637,Q16659,0.63
Q7Z3C6,Q9BX74,0.63
Q5BJD5,P56945,0.63
P13473,Q8NI29,0.63
P06702,Q99590,0.63
P07900,O43187,0.63
Q5T8D3,P54725,0.63
P61019,P46531,0.63
Q5S007,Q08AF3,0.63
P06702,Q8N668,0.63
Q8TC71,Q9Y6D9,0.63
P20073,Q99832,0.63
P56962,Q96QB1,0.63
P61019,Q96T51,0.63
P04637,Q8IYP9,0.63
O60784,P13164,0.63
P06702,Q96BY9,0.63
P42345,B5ME19,0.63
P07900,P17987,0.63
P20073,P52742,0.63
P56962,Q9UKQ9,0.63
P61019,Q9Y5Z9,0.63
Q13049,Q13618,0.63
P06702,P29508,0.63
P07900,Q9H0H3,0.63
P20073,Q9UKR5,0.63
P56962,Q15517,0.63
P61019,Q9UEY8,0.63
Q13315,O43169,0.63
Q5S007,O76075,0.63
Q86XT2,Q86XT2,0.63
P06702,Q9UNX3,0.63
P56962,P01834,0.63
P61019,Q9H0W5,0.63
Q13049,O75838,0.63
Q5S007,Q96JN8,0.63
O95278,P53041,0.63
Q13488,O75955,0.63
P07900,P05388,0.63
P56962,P02763,0.63
P61019,Q96J84,0.63
Q14694,Q13148,0.63
O00214,Q6IQ23,0.63
P49754,Q13426,0.63
Q96AG3,P01589,0.63
P42345,Q9NS86,0.63
P07900,Q15208,0.63
P56962,O43548,0.63
P61019,Q5T5U3,0.63
Q14694,P35226,0.63
Q8TEV9,Q9BY84,0.63
P42345,Q8TBP5,0.63
P07900,Q96BR1,0.63
P16615,P21281,0.63
P54257,Q13310,0.63
Q14457,O14576,0.63
Q14694,Q16658,0.63
Q5S007,Q5H9R7,0.63
P42704,P15735,0.63
Q8IZQ1,O75556,0.63
Q8TEV9,Q15942,0.63
Q92622,Q9Y5Y2,0.63
O94817,O75122,0.63
Q86VP1,Q96EL3,0.63
P54257,Q9HC29,0.63
Q8WUD1,P26374,0.63
Q5S007,Q96HS1,0.63
P42704,Q9Y6E7,0.63
Q5MNZ9,Q9BYD1,0.63
Q8TEV9,A2A3N6,0.63
Q8IXJ6,Q96NL6,0.63
O94817,Q9NX40,0.63
Q86VP1,Q92993,0.63
Q15751,Q9UMW8,0.63
Q86YS6,Q2KHT3,0.63
Q92995,Q8WZ73,0.63
Q5S007,Q96EK5,0.63
Q8IXJ6,P61160,0.63
Q86VP1,P84996,0.63
P55061,O15529,0.63
Q5S007,P25311,0.63
Q68DK2,Q96PV4,0.63
Q2TAZ0,Q5T9A4,0.63
Q86VP1,Q9HD42,0.63
Q15751,P27635,0.63
P55061,O75310,0.63
Q5S007,Q05048,0.63
P42704,P53007,0.63
Q6ZNE5,Q9UMW8,0.63
O94874,Q92820,0.63
Q2TAZ0,Q07820,0.63
Q86VP1,O14893,0.63
P55061,Q9P2E8,0.63
Q5S007,O60832,0.63
Q8IVP5,P17066,0.63
P42704,Q9NVI7,0.63
O94874,Q9BUR5,0.63
P11142,Q6ZRF8,0.63
Q96BY7,Q14566,0.63
Q86VP1,Q9UKF6,0.63
Q12983,Q13323,0.63
Q5S007,Q06203,0.63
O95166,P61978,0.63
P42704,Q9GZT6,0.63
O94874,O60885,0.63
P11142,Q92841,0.63
Q96DT6,Q6UX71,0.63
Q86VP1,Q9Y520,0.63
O14964,Q99743,0.63
P51149,Q9ULC5,0.63
Q12983,Q96H55,0.63
O95166,Q92598,0.63
P42704,Q15526,0.63
Q92622,Q9Y5B8,0.63
O95721,P29966,0.63
P11142,Q92499,0.63
P61006,P62491,0.63
O95166,P26368,0.63
O95721,Q9NQC1,0.63
O95352,Q9HBG6,0.63
O14964,Q6A163,0.63
P04637,O60248,0.63
Q13137,P51946,0.63
Q5S007,Q8WXX5,0.63
O95166,P35268,0.63
P42704,P38432,0.63
O94874,Q5T9A4,0.63
O95721,Q9NYP7,0.63
P11142,P26640,0.63
O95352,Q9Y3I1,0.63
O14964,Q12888,0.63
P04637,P05787,0.63
Q14088,O94817,0.63
Q13137,Q9P2J5,0.63
P42704,Q15058,0.63
O94874,P54105,0.63
P11142,Q07955,0.63
Q16635,Q6UXH1,0.63
O14964,Q01546,0.63
Q8TDY2,Q96NH3,0.63
Q5S007,P04040,0.63
O95166,P15880,0.63
Q96CV9,P24941,0.63
P42704,O95831,0.63
O94874,P31942,0.63
P11142,O60610,0.63
O14964,Q2I0M5,0.63
P04637,Q58F21,0.63
Q8TDY2,Q9BZ95,0.63
P07339,P11279,0.63
Q5S007,Q8IYB8,0.63
O95166,P60709,0.63
Q96CV9,P41252,0.63
P50851,Q8N5Y8,0.63
O94874,P23458,0.63
Q13501,P40692,0.63
P11142,O95905,0.63
Q92609,Q8N9N8,0.63
O14964,P0DMV9,0.63
Q8WUM4,P31751,0.63
Q8TDY2,Q00839,0.63
P07339,P48539,0.63
Q5S007,P58004,0.63
O95166,Q99551,0.63
P50851,O43752,0.63
O94874,P05198,0.63
Q13501,P55036,0.63
O14964,Q9Y6H6,0.63
Q8TDY2,Q15154,0.63
Q5S007,Q7Z4S6,0.63
O95166,P62851,0.63
Q96CV9,O15067,0.63
P50851,O43169,0.63
O94874,P40938,0.63
P11142,Q9H2G2,0.63
Q8WUM4,P49427,0.63
Q8TDY2,P35244,0.63
Q7LBR1,Q8N653,0.63
Q5S007,O00483,0.63
O95166,P11177,0.63
Q96CV9,Q96BY7,0.63
O94874,P62333,0.63
Q13315,P62508,0.63
P55072,Q96Q42,0.63
P07948,Q9H3Q1,0.63
Q8WUM4,O14786,0.63
Q8TDY2,O60762,0.63
O43633,P20290,0.63
O95166,Q13085,0.63
Q96CV9,Q14694,0.63
Q5S007,Q8IWX8,0.63
O94874,Q96T37,0.63
Q13501,Q15370,0.63
P10415,P17612,0.63
P55072,Q8IWZ3,0.63
P07948,P80723,0.63
P09429,P04629,0.63
Q8WUM4,Q9H0E2,0.63
Q8TDY2,Q9Y520,0.63
Q8WUX9,O43889,0.63
Q5S007,Q8NFF5,0.63
O95166,P09211,0.63
Q96CV9,Q6PID8,0.63
O94874,Q09161,0.63
Q13501,Q13363,0.63
P55072,P40937,0.63
P07948,Q96ST8,0.63
P09429,O14818,0.63
P50542,Q9HCE1,0.63
Q8TDY2,Q8NDV7,0.63
Q8WUX9,P20337,0.63
Q5S007,Q9BQA1,0.63
Q96CV9,Q15427,0.63
O94874,O15381,0.63
P55072,O94973,0.63
P07948,O95352,0.63
P50542,P30279,0.63
Q8WUX9,Q9P2W7,0.63
O95166,P68371,0.63
Q96CV9,Q96GW9,0.63
O94874,P25205,0.63
Q13501,Q8TBK6,0.63
Q14457,O94817,0.63
P55072,Q66K14,0.63
P07948,Q7KZI7,0.63
P09429,Q9Y3S2,0.63
P50542,Q9NPY3,0.63
Q5S007,Q14247,0.63
Q5VVQ6,Q52LJ0,0.63
P10253,Q9NRD1,0.63
O94874,Q14258,0.63
Q16666,Q9H0H5,0.63
P55072,Q8N6H7,0.63
P07948,Q00013,0.63
Q8N5K1,Q9P1W3,0.63
Q5S007,P49821,0.63
P60520,P33993,0.63
P10253,P56945,0.63
O94874,P46783,0.63
Q16666,O95425,0.63
P55072,O60493,0.63
P07948,Q9UIW2,0.63
P09601,P49447,0.63
P48426,Q14160,0.63
Q96A37,O94941,0.63
Q8N5K1,Q16790,0.63
O94874,P05386,0.63
Q16666,O60287,0.63
P55072,Q9UBW8,0.63
P07948,Q01082,0.63
P09601,O60741,0.63
Q8N5K1,O75074,0.63
Q5S007,Q13888,0.63
P07948,P21145,0.63
O94874,P47914,0.63
Q16666,P49711,0.63
Q14457,Q9Y6X2,0.63
P55072,Q9UMS4,0.63
P07948,Q9H6R0,0.63
P78356,Q14160,0.63
Q2KHT3,O43237,0.63
Q5S007,Q5VWZ2,0.63
P60520,P11940,0.63
P07948,P27540,0.63
O94874,P51116,0.63
Q12983,Q12982,0.63
P07948,Q9UHR4,0.63
Q5S007,Q93009,0.63
P60520,O60568,0.63
P07948,Q8IYP9,0.63
O94874,O43290,0.63
P12931,Q13023,0.63
Q16666,Q9BZJ0,0.63
P07948,Q9P219,0.63
Q8NEB9,O94966,0.63
P06702,O15260,0.63
Q5S007,Q02413,0.63
P60520,P17987,0.63
P07948,P60763,0.63
O94874,P63167,0.63
Q16666,Q6PJT7,0.63
Q13137,Q9NQT4,0.63
P06702,Q5SRH9,0.63
Q5S007,P23526,0.63
P04637,O94864,0.63
P07948,P27487,0.63
O94874,Q9C0J8,0.63
Q16666,O60716,0.63
Q13137,Q8TBE0,0.63
P55072,P00450,0.63
Q96AG3,O60313,0.63
P60520,O43809,0.63
Q66K74,O75897,0.63
O94874,Q7Z2W4,0.63
Q16666,Q9BQA1,0.63
P55072,P56556,0.63
O95140,P0CG47,0.63
P42338,O14654,0.63
Q96AG3,Q9BXK5,0.63
Q00610,P14625,0.63
Q5S007,P30086,0.63
P04637,Q53H96,0.63
Q66K74,Q92611,0.63
O94874,Q9UHX1,0.63
Q16666,Q08211,0.63
P55072,Q9UH62,0.63
O95140,P35998,0.63
Q96AG3,P49257,0.63
Q00610,Q9NZ45,0.63
Q5S007,Q9UL25,0.63
P04637,Q99684,0.63
O94874,Q15057,0.63
Q16666,P38646,0.63
Q13137,P23528,0.63
P55072,Q9UBQ7,0.63
O95140,Q5THJ4,0.63
P07900,P15735,0.63
Q96AG3,Q86Y07,0.63
Q00610,P42336,0.63
P04637,O60573,0.63
O94874,O60884,0.63
P12931,Q01968,0.63
Q16666,Q9Y295,0.63
Q13137,P09651,0.63
P55072,Q9UBD9,0.63
P07900,P34969,0.63
Q96AG3,Q9Y6I9,0.63
P04637,P22087,0.63
Q7KZI7,Q9H4M7,0.63
O94874,Q15750,0.63
P12931,P62491,0.63
Q16666,P61247,0.63
Q13137,Q13309,0.63
P55072,Q13323,0.63
P07900,P49736,0.63
Q16666,P47897,0.63
Q13137,P30153,0.63
P55072,Q12797,0.63
Q96AG3,Q96A33,0.63
Q00610,Q96BP2,0.63
Q7KZI7,P84095,0.63
O94874,Q99575,0.63
P12931,Q9UN30,0.63
Q16666,Q9Y5Q8,0.63
Q13137,O75934,0.63
Q676U5,Q15286,0.63
Q00610,P19387,0.63
P07948,Q01362,0.63
O95140,Q9H4M7,0.63
O94874,Q9UHI6,0.63
P12931,Q30KQ4,0.63
Q16666,Q13263,0.63
Q13137,Q9UMS4,0.63
Q676U5,Q96PK6,0.63
O95295,P13645,0.63
Q00610,P13164,0.63
P07948,O95455,0.63
Q8NHS3,P21730,0.63
O94874,Q9UBQ5,0.63
Q13137,Q96SI1,0.63
Q86WV6,Q9Y679,0.63
P07900,P67870,0.63
P49768,Q08211,0.63
Q676U5,O75586,0.63
Q13286,P47871,0.63
P07948,O95573,0.63
O94874,Q9Y4W2,0.63
Q92783,Q96D42,0.63
P08476,P48735,0.63
P07339,P11310,0.63
Q86WV6,Q8NFV4,0.63
P07900,Q9H4M7,0.63
P49768,O60896,0.63
Q676U5,Q9UPN7,0.63
P07948,Q5VWX1,0.63
P04637,Q86V81,0.63
Q92783,Q9UQV4,0.63
Q02556,O94986,0.63
P07339,Q16698,0.63
Q5BJD5,Q9Y3E0,0.63
P07900,Q92994,0.63
Q6IQ22,O95235,0.63
Q676U5,Q9UKJ3,0.63
P10909,P01569,0.63
Q676U5,Q8N3L3,0.63
O75886,P54920,0.63
Q5BJD5,O15269,0.63
Q676U5,Q9H0L4,0.63
P16144,O95136,0.63
Q7LBR1,Q8TEL6,0.63
Q5BJD5,P02786,0.63
P62820,O60664,0.63
Q676U5,P61981,0.63
P10909,Q6NUQ1,0.63
P04637,P40123,0.63
P13473,Q86W42,0.63
Q5BJD5,Q9H9B4,0.63
P62820,P12830,0.63
Q676U5,P45974,0.63
Q13501,Q9Y6N1,0.63
P10909,P78352,0.63
P04637,P78395,0.63
P27361,P01111,0.63
Q13131,P43364,0.63
O95210,Q9H1X3,0.63
Q96CF2,O43852,0.63
P11142,Q70EL3,0.63
P62820,Q9BXK1,0.63
Q676U5,Q14683,0.63
P10909,Q13887,0.63
P04637,Q8TB61,0.63
Q96BY2,Q6ZTQ3,0.63
P54646,P01100,0.63
O95210,P11712,0.63
Q96CF2,P80723,0.63
Q13049,P62258,0.63
P62820,P10620,0.63
Q676U5,Q9H2D6,0.63
Q13501,Q9BXH1,0.63
Q13615,Q9P2S5,0.63
P54646,Q5T686,0.63
Q96CF2,Q69YQ0,0.63
Q13496,O43852,0.63
Q969Q5,P14854,0.63
P60520,P62241,0.63
Q676U5,O43818,0.63
Q13501,Q12996,0.63
P12109,Q9H293,0.63
P04637,O75095,0.63
Q13615,Q53EZ4,0.63
P54646,Q15645,0.63
P13473,O14828,0.63
Q96CF2,Q9Y230,0.63
Q13496,P10809,0.63
P61019,Q8NFB2,0.63
Q676U5,Q7KZF4,0.63
Q13501,P11274,0.63
O75629,P48651,0.63
P04637,Q9Y5Y0,0.63
Q8NCE2,Q15375,0.63
Q15831,P78540,0.63
P13473,Q8NFP9,0.63
Q96CF2,Q9HB71,0.63
Q14694,Q15046,0.63
P61019,P26599,0.63
P60520,P05089,0.63
Q676U5,Q13895,0.63
Q13501,Q12905,0.63
P04637,P49916,0.63
P13473,Q9Y2I7,0.63
Q96CF2,Q9BUF5,0.63
Q92995,Q5T0N5,0.63
P11142,P15927,0.63
P61019,Q13489,0.63
P60520,P46779,0.63
Q676U5,Q9BY44,0.63
Q13501,P62249,0.63
P04637,P26038,0.63
P00519,Q9NZQ3,0.63
Q86Y82,Q01844,0.63
P13473,P09543,0.63
Q96CF2,P60842,0.63
Q92995,Q86WV6,0.63
Q8NCE2,P23381,0.63
Q8WUD1,Q15717,0.63
P60520,Q92841,0.63
Q676U5,Q9NWH9,0.63
Q13501,P10644,0.63
P04637,Q96JP5,0.63
Q14596,Q03135,0.63
P00519,P31273,0.63
Q86Y82,Q9BY50,0.63
P13473,Q00013,0.63
Q96CF2,P14324,0.63
P68543,P07108,0.63
Q14596,P49327,0.63
P60520,O00425,0.63
Q676U5,Q9H8M2,0.63
Q13501,Q9Y5L0,0.63
P04637,P46063,0.63
Q86Y82,Q8IZ57,0.63
P13473,P35613,0.63
Q96CF2,P08238,0.63
Q14CS0,O95486,0.63
Q14596,P08865,0.63
P51149,P78344,0.63
P60520,P04406,0.63
Q676U5,Q69YN2,0.63
Q13501,O00161,0.63
P04637,Q9UBV2,0.63
O75323,Q8N488,0.63
Q86Y82,P24001,0.63
P13473,Q13586,0.63
Q96CF2,P49257,0.63
Q14596,P48147,0.63
P51149,Q9P0N5,0.63
Q676U5,Q96GM8,0.63
Q13501,Q96HC4,0.63
Q5T8D3,Q92611,0.63
P13473,Q92783,0.63
Q96CF2,P35749,0.63
Q14596,Q9UPU5,0.63
Q70CQ3,O76095,0.63
Q676U5,P26641,0.63
Q13501,Q96T60,0.63
P04637,P62805,0.63
O15118,Q9Y4A9,0.63
P56962,P21453,0.63
P13473,Q15643,0.63
Q96CF2,P06748,0.63
Q14596,P42704,0.63
P51149,P29966,0.63
Q14CS0,P50221,0.63
Q676U5,P35637,0.63
Q13501,O75616,0.63
P50570,Q9H4M7,0.63
P04637,Q96RP9,0.63
O15294,Q9H7Z6,0.63
P13473,P61106,0.63
Q96CF2,P62136,0.63
Q8IYT8,P62258,0.63
P11142,Q15029,0.63
P51149,P05362,0.63
P61960,Q99614,0.63
P54257,A6NI15,0.63
Q676U5,P12268,0.63
P50570,Q9NZQ7,0.63
P04637,O43304,0.63
O15294,P63172,0.63
P54802,P31997,0.63
P13473,Q658P3,0.63
Q96CF2,P62857,0.63
Q14596,Q9BVC4,0.63
P51149,P49257,0.63
P61960,P23528,0.63
P54257,Q14596,0.63
Q676U5,P26038,0.63
Q13501,Q9H7E2,0.63
O14681,Q9HC97,0.63
P04637,P49588,0.63
O15294,Q9NQC7,0.63
P20073,P60033,0.63
Q86VP1,P41002,0.63
P13473,Q6GYQ0,0.63
Q96CF2,P32969,0.63
O75385,P46934,0.63
Q13131,O75604,0.63
Q13501,Q09666,0.63
O14681,Q96AG4,0.63
P04637,Q86UL3,0.63
O15294,P24385,0.63
Q16635,Q86UE6,0.63
P13473,Q969E2,0.63
Q96CF2,Q9UNL2,0.63
Q96AX1,P62191,0.63
P11142,P28799,0.63
P61006,P27694,0.63
Q13131,P26196,0.63
Q13501,Q6P1N0,0.63
Q96EY5,A6NHR9,0.63
P04637,Q9BW60,0.63
Q96CV9,O60346,0.63
P53365,P08247,0.63
Q3MII6,P27695,0.63
P13473,O75165,0.63
Q96CF2,O60812,0.63
Q96AX1,Q14683,0.63
O75323,P48047,0.63
P11142,O75896,0.63
P61006,P49427,0.63
Q96AX1,P02511,0.63
Q13131,P11940,0.63
Q13501,Q9NQC3,0.63
P04637,Q9UJJ7,0.63
Q92609,P15153,0.63
Q96CF2,Q9NV31,0.63
Q96AX1,Q9HCH0,0.63
O75323,Q07955,0.63
P11142,P10586,0.63
P61006,P61964,0.63
P04637,Q6VY07,0.63
P15848,O14967,0.63
Q96CF2,P80370,0.63
Q96AX1,O43896,0.63
O15118,Q9NP72,0.63
Q14088,Q8WXA3,0.63
O14964,P53365,0.63
Q13131,P46779,0.63
P04637,Q5VWQ0,0.63
P16615,Q8TCJ0,0.63
P55072,Q15653,0.63
Q96CF2,O00151,0.63
O15118,Q9NY26,0.63
Q96DA2,Q15042,0.63
Q13131,P51991,0.63
P04637,Q7L2J0,0.63
Q5VVQ6,Q13490,0.63
P55072,Q15004,0.63
O00214,P34810,0.63
Q96CF2,Q3ZCM7,0.63
O15118,P15291,0.63
P11142,Q63ZY6,0.63
Q8TDY2,Q9GZS1,0.63
A5D8V6,Q12951,0.63
O14964,Q02548,0.63
Q5T0N5,Q92558,0.63
Q8WUM4,P09619,0.63
O00750,O14980,0.63
O15118,Q9UIQ6,0.63
P11142,Q6KC79,0.63
Q8TDY2,O94923,0.63
A5D8V6,Q9UHD4,0.63
P09429,Q5T3J3,0.63
P12931,P20810,0.63
P42704,Q8IYQ7,0.63
O15118,P53985,0.63
Q8TDY2,Q96RK0,0.63
Q13488,P54274,0.63
P12931,P22736,0.63
P16615,Q8N680,0.63
P55072,P04844,0.63
P42704,P82932,0.63
Q00610,O95377,0.63
O15118,Q8NFJ5,0.63
P11142,A6NCF5,0.63
Q13488,Q8N5M4,0.63
P54646,Q8NF99,0.63
Q8IVP5,Q92667,0.63
P50542,Q9P0U1,0.63
P16615,Q15006,0.63
P55072,Q9NWS0,0.63
P42704,Q9NRP4,0.63
Q00610,P39656,0.63
O15118,Q9HBG4,0.63
P11142,Q8N1N4,0.63
O43353,Q9Y3F4,0.63
Q86VN1,Q9H8V3,0.63
P55072,Q6P1J9,0.63
P42704,Q16718,0.63
O15118,P05187,0.63
Q96A37,Q9NVM1,0.63
P54646,Q86VH5,0.63
P60520,P11473,0.63
P42704,Q9UDR5,0.63
O15118,Q9HDC9,0.63
P05198,Q9BQI3,0.63
O75351,Q04323,0.63
P60520,Q8N680,0.63
O75143,Q99608,0.63
P55072,P49841,0.63
P42704,Q9P032,0.63
O15294,P46109,0.63
P05198,P35244,0.63
Q63HN8,Q9Y5B0,0.63
Q96AJ9,P14866,0.63
P00519,Q9Y2H0,0.63
P48426,Q9UII2,0.63
P04637,O14576,0.63
Q2TAZ0,P20338,0.63
